Chemical,Type,State,Available,RName,CName,DName,Density1,Density2,Density3,Mm,Sol,Mp,Bp,KH,color1,alpha1,color2,alpha2,color3,alpha3,color4,alpha4,friction,restitution,JPN,CHN,TW,KR,Solk,MOH,KOH,MH,PTN
Ethylene Oxide,Gas,0,1,Ethylene Oxide,Ethylene Oxide,Ethylene Oxide,0.001,1,0.001,44.05,0,-111.3,10.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Ethyleneimine,Liquid,0,1,Ethyleneimine,Ethyleneimine,Ethyleneimine,0.83,1,0.001,43.07,0,-78,56,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Difluoroethane,Liquid,0,1,Difluoroethane,Difluoroethane,Difluoroethane,1.13,1,0.001,114.09,0,-13,88,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ethylene Dichloride,Liquid,0,1,Ethylene Dichloride,Ethylene Dichloride,Ethylene Dichloride,1.25,1,0.001,98.96,0,-35.7,83.5,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Dihydroxyacetone,Liquid,0,1,Dihydroxyacetone,Dihydroxyacetone,Dihydroxyacetone,1.03,1,0.001,110.11,0,23,202,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Acetate,Solid,0,1,Nickel Acetate,Nickel Acetate,Nickel Acetate,1.74,1,0.001,176.78,0,0,0,0.1,0x98FB98,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Bromide,Solid,0,1,Nickel Bromide,Nickel Bromide,Nickel Bromide,4.89,1,0.001,218.5,0,963,0,0.1,0x98FB98,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Carbonate,Solid,0,1,Nickel Carbonate,Nickel Carbonate,Nickel Carbonate,4.39,1,0.001,118.72,0,0,0,0.1,0x98FB98,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Fluoride,Solid,0,1,Nickel Fluoride,Nickel Fluoride,Nickel Fluoride,4.72,1,0.001,96.69,0,1380,0,0.1,0x98FB98,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Hydroxide,Solid,0,1,Nickel Hydroxide,Nickel Hydroxide,Nickel Hydroxide,4.1,1,0.001,92.71,0,0,0,0.1,0x98FB98,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Iodide,Solid,0,1,Nickel Iodide,Nickel Iodide,Nickel Iodide,5.89,1,0.001,312.5,0,780,0,0.1,0x2F2F2F,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Nitrate,Solid,0,1,Nickel Nitrate,Nickel Nitrate,Nickel Nitrate,2.05,1,0.001,182.7,0,57,137,0.1,0x98FB98,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Sulfate,Solid,0,1,Nickel Sulfate,Nickel Sulfate,Nickel Sulfate,4.11,1,0.001,154.76,0,100,0,0.1,0x98FB98,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Sulfide,Solid,0,1,Nickel Sulfide,Nickel Sulfide,Nickel Sulfide,5.64,1,0.001,90.76,0,797,0,0.1,0x2F2F2F,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Bromide,Solid,0,1,Zinc Bromide,Zinc Bromide,Zinc Bromide,4.2,1,0.001,225.19,0,394,702,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Fluoride,Solid,0,1,Zinc Fluoride,Zinc Fluoride,Zinc Fluoride,4.95,1,0.001,103.38,0,872,1500,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Iodide,Solid,0,1,Zinc Iodide,Zinc Iodide,Zinc Iodide,4.74,1,0.001,319.19,0,446,625,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Bromide,Solid,0,1,Lead Bromide,Lead Bromide,Lead Bromide,6.66,1,0.001,367.01,0,373,892,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Fluoride,Solid,0,1,Lead Fluoride,Lead Fluoride,Lead Fluoride,8.45,1,0.001,245.22,0,855,1293,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Acetate,Solid,0,1,Lead Acetate,Lead Acetate,Lead Acetate,3.25,1,0.001,325.27,0,280,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Chromate,Solid,0,1,Lead Chromate,Lead Chromate,Lead Chromate,6.12,1,0.001,323.19,0,844,0,0.1,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Thiocyanate,Solid,0,1,Lead Thiocyanate,Lead Thiocyanate,Lead Thiocyanate,3.82,1,0.001,323.36,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Bromide,Solid,0,1,Silver Bromide,Silver Bromide,Silver Bromide,6.47,1,0.001,187.77,0,432,1502,0.1,0xFFFFCC,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Fluoride,Solid,0,1,Silver Fluoride,Silver Fluoride,Silver Fluoride,5.85,1,0.001,126.87,0,435,1159,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Iodide,Solid,0,1,Silver Iodide,Silver Iodide,Silver Iodide,5.68,1,0.001,234.77,0,558,1506,0.1,0xFFFFCC,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Nitrite,Solid,0,1,Silver Nitrite,Silver Nitrite,Silver Nitrite,4.52,1,0.001,153.87,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Perchlorate,Solid,0,1,Silver Perchlorate,Silver Perchlorate,Silver Perchlorate,2.8,1,0.001,207.32,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Sulfite,Solid,0,1,Silver Sulfite,Silver Sulfite,Silver Sulfite,5.45,1,0.001,143.9,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Thiosulfate,Solid,0,1,Silver Thiosulfate,Silver Thiosulfate,Silver Thiosulfate,4.25,1,0.001,165.94,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Strontium Bromide,Solid,0,1,Strontium Bromide,Strontium Bromide,Strontium Bromide,4.22,1,0.001,247.43,0,643,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Strontium Fluoride,Solid,0,1,Strontium Fluoride,Strontium Fluoride,Strontium Fluoride,4.24,1,0.001,125.62,0,1473,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Strontium Iodide,Solid,0,1,Strontium Iodide,Strontium Iodide,Strontium Iodide,4.59,1,0.001,341.43,0,538,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Strontium Nitrate,Solid,0,1,Strontium Nitrate,Strontium Nitrate,Strontium Nitrate,2.99,1,0.001,211.63,0,570,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Strontium Oxide,Solid,0,1,Strontium Oxide,Strontium Oxide,Strontium Oxide,4.7,1,0.001,103.62,0,2430,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Hydrazine,Liquid,0,1,Hydrazine,Hydrazine,Hydrazine,1.0,1,0.001,32.05,0,2,114,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Hydrazoic Acid,Liquid,0,1,Hydrazoic Acid,Hydrazoic Acid,Hydrazoic Acid,1.09,1,0.001,43.03,0,-80,37,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nitromethane,Liquid,0,1,Nitromethane,Nitromethane,Nitromethane,1.14,1,0.001,61.04,0,-29,101,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nitroethane,Liquid,0,1,Nitroethane,Nitroethane,Nitroethane,1.05,1,0.001,75.07,0,-90,114,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nitopropane,Liquid,0,1,Nitopropane,Nitopropane,Nitopropane,1.0,1,0.001,89.09,0,-108,131,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Phosphorus Trichloride,Liquid,0,1,Phosphorus Trichloride,Phosphorus Trichloride,Phosphorus Trichloride,1.57,1,0.001,137.33,0,-112,76,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Phosphorus Pentoxide,Solid,0,1,Phosphorus Pentoxide,Phosphorus Pentoxide,Phosphorus Pentoxide,2.39,1,0.001,141.94,0,580,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Phosphorus Oxychloride,Liquid,0,1,Phosphorus Oxychloride,Phosphorus Oxychloride,Phosphorus Oxychloride,1.68,1,0.001,153.33,0,1,105,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silicon Tetrachloride,Liquid,0,1,Silicon Tetrachloride,Silicon Tetrachloride,Silicon Tetrachloride,1.48,1,0.001,169.9,0,-68,57,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Thionyl Chloride,Liquid,0,1,Thionyl Chloride,Thionyl Chloride,Thionyl Chloride,1.64,1,0.001,118.97,0,-104.5,76,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sulfuryl Chloride,Liquid,0,1,Sulfuryl Chloride,Sulfuryl Chloride,Sulfuryl Chloride,1.68,1,0.001,134.97,0,-54,69,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Vanadium Oxytrichloride,Liquid,0,1,Vanadium Oxytrichloride,Vanadium Oxytrichloride,Vanadium Oxytrichloride,1.83,1,0.001,173.78,0,-77,127,0.1,0xFFFF00,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Titanium Tetrachloride,Liquid,0,1,Titanium Tetrachloride,Titanium Tetrachloride,Titanium Tetrachloride,1.73,1,0.001,189.71,0,-24,136,0.1,0xE8F4F8,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
